"","Datasets","volume","center_x","center_y","MERFISH_cell_type_annotation","Region","Excitatory_vs_Inhibitory","Segment","Gender","Mouse_ID","AP_position","Section_ID"
"2795584800446100145","20240610",1889.71423339844,4102.61738609575,7331.95859383003,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F4",4,"0610_F4_T"
"2656144900111100104","20240328",1653.64978027344,8031.44845262232,1095.7825207446,"MV_in_Chrna2",4,"inhibitory",19,"male","M1",1,"0328_M1_C"
"2707604700227100028","20240415",2898.15576171875,5063.94815237923,7736.13754822186,"oligodendrocyte_2",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2795584800188100248","20240610",1249.87854003906,2354.48144990785,5380.51182740074,"DH_ex_Maf/Cck",1,"excitatory",10,"female","F3",1,"0610_F3_C"
"2707604700086100071","20240415",3199.60107421875,5987.53771879367,6037.87892220437,"DH_ex_Reln",1,"excitatory",6,"male","M2",2,"0415_M2_L"
"2787889600388100113","20240503",3949.03955078125,10252.7533556463,8683.82582828464,"gamma_motoneuron",NA,NA,22,"male","M4",1,"0503_M4_C"
"2707604000095200011","20240415",3000.251953125,5829.8815477988,9116.97288817067,"astrocyte_2",NA,NA,NA,"male","M3",4,"0415_M3_T"
"2707604700271100177","20240415",376.427703857422,3779.54493130889,8400.79830975371,"DH_in_Pdyn",1,"inhibitory",2,"male","M2",4,"0415_M2_T"
"2795584800185100220","20240610",4816.53662109375,1422.16535897236,5329.14275050946,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F3",1,"0610_F3_C"
"2707604700365100206","20240415",4231.98974609375,3228.92776145181,9545.2567156158,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2795584800454100186","20240610",1331.77380371094,6165.1205751471,7351.68738568126,"DH_in_Pdyn",1,"inhibitory",2,"female","F4",2,"0610_F4_L"
"2707604000139100111","20240415",2111.60961914062,5631.81113510874,9997.90870778722,"M_in_Tfap2b",3,"inhibitory",12,"male","M3",4,"0415_M3_T"
"2795584800660100042","20240610",4116.99267578125,3514.65603872764,8836.87301364439,"DM_ex_Zfhx3",2,"excitatory",11,"female","F5",1,"0610_F5_C"
"2795903600489100272","20240613",2011.47509765625,6089.35147218587,9064.93838026133,"M_ex_Vsx2",3,"excitatory",20,"male","M5",1,"0613_M5_C"
"2795903600346100148","20240613",2144.08227539062,2363.46949303152,7565.30090148054,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",2,"0613_M4_L"
"2787445900550100290","20240503",2017.83203125,8930.55382419366,4072.71879268109,"astrocyte_1",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2796212800457100128","20240613",3963.6611328125,5170.92482347693,4060.71858951706,"DH_ex_Nmu/Tac2",1,"excitatory",8,"female","F3",2,"0613_F3_L"
"2707604000041100205","20240415",3552.31958007812,7607.32306657851,8176.73391238044,"endothelial",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2787445900583100209","20240503",1517.86779785156,7915.72179543064,4335.1353888923,"M_in_Tfap2b",3,"inhibitory",12,"female","F3",1,"0503_F3_C"
"2795103300161100219","20240610",3592.17138671875,6121.67767766281,1291.23955048015,"astrocyte_1",NA,NA,NA,"male","M4",2,"0610_M4_L"
"2707737900021100021","20240415",3173.39868164062,10583.3637738848,8057.24990038434,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F1",3,"0415_F1_S"
"2707604700059100025","20240415",3565.18310546875,4899.22443358263,5717.80223541323,"oligodendrocyte_precursor_cell",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2656144900589100173","20240328",1802.59216308594,10636.7037335373,6226.08192331588,"astrocyte_1",NA,NA,NA,"male","M1",2,"0328_M1_L"
"2795903600489100136","20240613",2907.03369140625,6100.86251022172,8931.64812646387,"oligodendrocyte_2",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2946331700000021582","20240415",3919.45434570312,11238.1234053138,4115.10717629873,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2796212800684100092","20240613",1732.04614257812,5937.69092893694,6030.70139379182,"DH_ex_Gpr83",1,"excitatory",2,"female","F3",4,"0613_F3_T"
"2796212800849100193","20240613",2905.94140625,7347.58511335775,7325.54519495612,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2945606900000000578","20240328",965.731323242188,1121.90723657583,4442.72365210581,"meninges_1",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2656144300162100043","20240328",2616.29296875,8354.87787143641,12245.7717801498,"DH_ex_Gpr83",1,"excitatory",2,"female","F2",2,"0328_F2_L"
"2795584800412100093","20240610",3043.54321289062,4505.66270819146,6931.5932383722,"endothelial",NA,NA,NA,"female","F4",4,"0610_F4_T"
"2656144900587100015","20240328",1319.89624023438,10194.3822261847,6084.38551786362,"DH_ex_Reln",1,"excitatory",6,"male","M1",2,"0328_M1_L"
"2787445900654100075","20240503",3121.70190429688,7125.80257382034,4802.544493943,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2726562800098100274","20240422",4179.60302734375,5247.07767166297,3444.44471871975,"astrocyte_1",NA,NA,NA,"male","M2",1,"0422_M2_C"
"2707604700246100039","20240415",3236.78149414062,3765.19107494282,8029.48024056805,"astrocyte_1",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2795903600541100153","20240613",4157.62060546875,5972.46372900618,9514.31839888122,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2656144900505100116","20240328",1875.38061523438,8988.26995812397,5354.0106937825,"microglia",NA,NA,NA,"male","M2",2,"0328_M2_L"
"2795903600590100287","20240613",510.778778076172,5189.56590025604,10154.8744372576,"DM_ex_Zfhx3",2,"excitatory",11,"male","M4",1,"0613_M4_C"
"2787445900301100170","20240503",3217.06518554688,1372.06973630923,2311.88646604997,"DH_in_Npy",1,"inhibitory",4,"female","F5",3,"0503_F5_S"
"2787445900290100178","20240503",3745.28735351562,8705.94581448811,2066.12879003317,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F4",1,"0503_F4_C"
"2656143800415100023","20240328",1494.1181640625,5411.71608105936,6851.72266383003,"DH_in_Kcnip2",1,"inhibitory",9,"male","M3",2,"0328_M3_L"
"2796212800584100036","20240613",3800.01977539062,4946.28928324301,4944.95614689973,"MV_in_Gm26673",4,"inhibitory",19,"female","F3",2,"0613_F3_L"
"2787445900281100048","20240503",2341.06689453125,6143.43609132408,1909.44664229825,"oligodendrocyte_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2707604800164100058","20240415",1986.35412597656,4866.21005784045,4929.3673495804,"DH_ex_Reln/Nmur2",1,"excitatory",3,"male","M1",2,"0415_M1_L"
"2795903600241200127","20240613",5149.263671875,2000.68643512754,6552.3044037176,"endothelial",NA,NA,NA,"male","M4",2,"0613_M4_L"
"2787445900634100017","20240503",4816.15576171875,1356.22565689005,4672.19706418757,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",3,"0503_F4_S"
"2796212800633100043","20240613",3571.4658203125,9687.0987412557,5243.92824369372,"oligodendrocyte_1",NA,NA,NA,"female","F5",1,"0613_F5_C"
"2795903600517100029","20240613",2565.94946289062,6565.50218006453,9088.73244470257,"DH_ex_Grp",1,"excitatory",6,"male","M5",1,"0613_M5_C"
"2945606900000001948","20240328",1359.89135742188,1618.37902778113,5054.07128112938,"astrocyte_1",NA,NA,NA,"female","F1",1,"0328_F1_C"
"2946331700000001699","20240415",2446.06958007812,8375.71621286028,783.317902740557,"MV_ex_Shox2",4,"excitatory",18,"female","F2",1,"0415_F2_C"
"2795903600411100019","20240613",2464.57592773438,5976.71589530454,8007.21238343688,"peripheral_glia",NA,NA,NA,"male","M5",1,"0613_M5_C"
"2656144900589100180","20240328",2346.0234375,10650.25443041,6232.67314617828,"MV_in_Gabra1",4,"inhibitory",16,"male","M1",2,"0328_M1_L"
"2656144900238100021","20240328",3332.3125,6957.27307422513,2459.32564389604,"oligodendrocyte_1",NA,NA,NA,"male","M2",1,"0328_M2_C"
"2946331700000015836","20240415",3071.60327148438,11018.1689474609,2849.79860541617,"oligodendrocyte_1",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2656143800079100123","20240328",2311.55615234375,2195.75935142381,3322.65674349607,"endothelial",NA,NA,NA,"male","M3",1,"0328_M3_C"
"2656144900138100135","20240328",2177.197265625,8236.0319401405,1426.05361581786,"MV_in_Gabra1",4,"inhibitory",16,"male","M1",1,"0328_M1_C"
"2787889600382100032","20240503",1977.15100097656,8563.98048284487,8656.5459717949,"meninges_3",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2787445900464100044","20240503",2785.3876953125,5571.56957917172,3342.40955525954,"alpha_motoneuron",NA,NA,22,"female","F4",4,"0503_F4_T"
"2795584800185100229","20240610",2750.36767578125,1526.92137842861,5335.79831596796,"DH_ex_Tac2",1,"excitatory",8,"female","F3",1,"0610_F3_C"
"2656144900371100142","20240328",2028.46875,7960.87782675878,4020.49528380483,"oligodendrocyte_2",NA,NA,NA,"male","M2",4,"0328_M2_T"
"2656143800391100195","20240328",2408.49194335938,5633.94257412193,6761.38856292676,"endothelial",NA,NA,NA,"male","M3",2,"0328_M3_L"
"2795584800421100200","20240610",5350.4599609375,7216.74322144646,7025.63364341539,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2707604700318100133","20240415",2209.6396484375,3686.97945165235,9022.90941748489,"visceral_motoneuron",NA,NA,20,"male","M2",1,"0415_M2_C"
"2726562800078100055","20240422",2771.83813476562,4837.65280413374,2922.14291220609,"oligodendrocyte_1",NA,NA,NA,"male","M2",1,"0422_M2_C"
"2726562700216100124","20240422",1732.71862792969,10307.8598190107,10813.9098003805,"oligodendrocyte_precursor_cell",NA,NA,NA,"female","F2",2,"0422_F2_L"
"2707737900087100048","20240415",2564.94580078125,10918.6400578386,9485.06831635244,"MV_in_Gabra1",4,"inhibitory",16,"female","F1",2,"0415_F1_L"
"2796212800668100013","20240613",1332.47546386719,10439.5013677664,5507.57480610732,"DH_ex_Reln/Npff",1,"excitatory",1,"female","F5",1,"0613_F5_C"
"2787445900426100129","20240503",3327.818359375,5429.47547231067,3129.36511819658,"MV_in_Gabra1",4,"inhibitory",16,"female","F4",4,"0503_F4_T"
"2656143800343100215","20240328",773.625,6086.95716085471,6252.82414998862,"alpha_motoneuron",NA,NA,22,"male","M3",2,"0328_M3_L"
"2787445900550100228","20240503",1244.232421875,8925.59085970034,4003.49120343354,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",1,"0503_F3_C"
"2795903600481100147","20240613",1206.28552246094,3857.70516901527,8972.79151928134,"DH_in_Rorb",1,"inhibitory",7,"male","M4",4,"0613_M4_T"
"2787445900169100085","20240503",3200.5546875,5993.59397178073,1078.74843535456,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",1,"0503_F5_C"
"2795903600400100035","20240613",3327.01708984375,2915.07230206534,8007.7514668152,"oligodendrocyte_2",NA,NA,NA,"male","M4",4,"0613_M4_T"
"2707604700247100091","20240415",2744.00024414062,3947.56117273857,8093.416239638,"astrocyte_1",NA,NA,NA,"male","M2",4,"0415_M2_T"
"2946331700000006688","20240415",3056.91381835938,8940.19520473492,1633.84132325201,"DH_ex_Nmu/Tac2",1,"excitatory",8,"female","F2",1,"0415_F2_C"
"2945606900000001429","20240328",710.054138183594,626.505265779742,5043.62104032552,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F1",1,"0328_F1_C"
"2656143800178100120","20240328",819.050720214844,1902.56370872668,4409.04152663937,"DM_ex_Zfhx3",2,"excitatory",11,"male","M3",1,"0328_M3_C"
"2656144300102100095","20240328",2084.21362304688,10826.804251614,11490.0990771319,"DH_ex_Reln/Nmur2",1,"excitatory",3,"female","F2",4,"0328_F2_T"
"2707604700364100115","20240415",1542.07592773438,2951.39390147012,9438.10252483989,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",1,"0415_M2_C"
"2796212800945100041","20240613",5067.93310546875,7549.81881452724,8047.35854267739,"endothelial",NA,NA,NA,"female","F3",1,"0613_F3_C"
"2707604000140100070","20240415",3643.87524414062,5870.01015133376,9974.79343490698,"DH_ex_Prkcg/Rxfp1",1,"excitatory",6,"male","M3",4,"0415_M3_T"
"2796212800376100010","20240613",1630.24450683594,9455.10365229845,2967.8392221838,"DH_ex_Maf/Cck",1,"excitatory",10,"female","F5",4,"0613_F5_T"
"2787445900620100210","20240503",3664.62817382812,7991.70625962911,4614.07244142014,"endothelial",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2946331700000021478","20240415",4479.013671875,11036.0910370597,4159.13615253386,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2795584800103100092","20240610",1551.5908203125,8733.0996129312,4412.39461105561,"alpha_motoneuron",NA,NA,22,"female","F3",3,"0610_F3_S"
"2656143800367100223","20240328",1581.14904785156,5753.04774473712,6519.92891642821,"visceral_motoneuron",NA,NA,20,"male","M3",2,"0328_M3_L"
"2796212800394100031","20240613",5935.20703125,5492.82335165609,3272.87353327405,"alpha_motoneuron",NA,NA,22,"female","F4",2,"0613_F4_L"
"2795903600428100076","20240613",2875.92651367188,3366.55600200644,8354.6112181224,"DH_ex_Prkcg/Rxfp1",1,"excitatory",6,"male","M4",4,"0613_M4_T"
"2787445900695100049","20240503",2749.61352539062,8107.92337110161,5041.71776552316,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2946331700000006828","20240415",692.422241210938,9280.93310144497,1561.8826019399,"DH_ex_Cpne4",1,"excitatory",3,"female","F2",1,"0415_F2_C"
"2707737900021100017","20240415",2148.68188476562,10678.4765848311,8054.49263197975,"astrocyte_1",NA,NA,NA,"female","F1",3,"0415_F1_S"
"2787445900550100232","20240503",349.488128662109,8918.29665655049,4008.99157827892,"oligodendrocyte_1",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2656144900209100194","20240328",2036.62756347656,6267.63168103981,2411.82805019661,"DH_ex_Maf/Cck",1,"excitatory",10,"male","M2",1,"0328_M2_C"
"2787445900840100017","20240503",1129.18981933594,7391.28669207729,6098.0138636652,"meninges_1",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2795584800749100119","20240610",2857.58911132812,8227.86858465342,9313.41028468565,"DH_ex_Gpr83",1,"excitatory",2,"female","F5",3,"0610_F5_S"
"2707604800102100063","20240415",1592.21032714844,5226.68368503277,4095.94094173145,"microglia",NA,NA,NA,"male","M1",2,"0415_M1_L"
"2796212800792100233","20240613",2219.25439453125,9365.96832776815,6771.26274701417,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F4",1,"0613_F4_C"
"2795103300331100331","20240610",3024.09448242188,4711.6410002723,2698.21570823953,"MV_in_Gabra1",4,"inhibitory",16,"male","M5",4,"0610_M5_T"
"2796212800387100116","20240613",2896.45092773438,3648.84582720022,3343.04401666345,"DM_ex_Zfhx3",2,"excitatory",11,"female","F3",3,"0613_F3_S"
"2656143800054100226","20240328",2246.22509765625,2222.44190980087,3138.24264153943,"MV_in_Chrna2",4,"inhibitory",19,"male","M3",1,"0328_M3_C"
"2787445900050100089","20240503",836.645812988281,3815.45291782322,234.784277340601,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F5",4,"0503_F5_T"
"2707604700083100185","20240415",4240.5966796875,5061.84575563816,6150.6200688025,"MV_in_Esrrb",4,"inhibitory",14,"male","M2",2,"0415_M2_L"
"2787445900822100202","20240503",3799.55859375,2356.10105940708,6336.92216902896,"endothelial",NA,NA,NA,"female","F3",3,"0503_F3_S"
"2787445900546100044","20240503",2320.7998046875,7902.81870350044,3891.56164425032,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2795584800418100037","20240610",4076.34448242188,6176.4926661824,6869.70264750326,"endothelial",NA,NA,NA,"female","F4",2,"0610_F4_L"
"2656144900314100125","20240328",1073.86596679688,6473.48671774708,3374.73070137791,"astrocyte_2",NA,NA,NA,"male","M2",1,"0328_M2_C"
"2787445900760100107","20240503",2068.22900390625,5723.92766309716,5644.99618178047,"oligodendrocyte_1",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2707604800425100029","20240415",2383.1572265625,1425.09942098148,8570.70615411818,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M1",1,"0415_M1_C"
"2707604700389100209","20240415",4246.775390625,3208.47470864108,9843.79547718458,"DH_in_Cdh3",1,"inhibitory",10,"male","M2",1,"0415_M2_C"
"2656143800241100242","20240328",2903.12329101562,5653.98613874411,5126.85872480291,"DM_ex_Zfhx3",2,"excitatory",11,"male","M3",4,"0328_M3_T"
"2787889600405100288","20240503",2073.44775390625,4947.92817828746,9029.12058999357,"astrocyte_1",NA,NA,NA,"male","M4",2,"0503_M4_L"
"2795903600481100063","20240613",3734.18481445312,3650.06170803649,8870.47418080724,"DH_in_Cdh3",1,"inhibitory",10,"male","M4",4,"0613_M4_T"
"2707737900048100169","20240415",334.792541503906,10951.9856373059,8819.34613524051,"oligodendrocyte_1",NA,NA,NA,"female","F1",2,"0415_F1_L"
"2796212800594100218","20240613",2699.48950195312,7661.86096701957,5163.14974795544,"astrocyte_1",NA,NA,NA,"female","F4",4,"0613_F4_T"
"2707604000054100167","20240415",3164.29345703125,7057.77531415762,8408.46010189576,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M3",2,"0415_M3_L"
"2787445900686100149","20240503",814.019104003906,5762.42327279854,5130.44193869455,"DH_ex_Nmu/Tac2",1,"excitatory",8,"female","F3",4,"0503_F3_T"
"2707737900060100153","20240415",691.813598632812,10528.75587377,9051.19345173612,"alpha_motoneuron",NA,NA,22,"female","F1",2,"0415_F1_L"
"2795584800221100045","20240610",2651.93872070312,1552.52365840921,5457.7318403465,"DH_in_Klhl14",1,"inhibitory",10,"female","F3",1,"0610_F3_C"
"2795903600267100066","20240613",1722.92883300781,2028.48865880625,6614.37933968296,"oligodendrocyte_progenitor_1",NA,NA,NA,"male","M4",2,"0613_M4_L"
"2787445900252100074","20240503",1560.07751464844,8582.85998478695,1659.71483550617,"DH_ex_Sox5",1,"excitatory",5,"female","F4",1,"0503_F4_C"
"2787445900762100145","20240503",2510.3271484375,6160.3649725666,5669.49341402389,"astrocyte_1",NA,NA,NA,"female","F3",4,"0503_F3_T"
"2787889600243100078","20240503",2753.22973632812,9900.81668548076,7613.50512267477,"meninges_2",NA,NA,NA,"male","M4",1,"0503_M4_C"
"2946331700000017490","20240415",2614.47583007812,10897.5793085404,3128.1232861341,"astrocyte_1",NA,NA,NA,"female","F2",2,"0415_F2_L"
"2787889600451100046","20240503",790.759765625,7673.55418371293,9161.72058318698,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M4",4,"0503_M4_T"
"2787889600092100043","20240503",3800.6318359375,7839.64826457552,6332.53541968684,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2707604700087100062","20240415",2516.22192382812,6062.40355396358,6125.66644386051,"oligodendrocyte_progenitor_2",NA,NA,NA,"male","M2",2,"0415_M2_L"
"2787445900512100083","20240503",487.683258056641,8841.33807202592,3787.67458904759,"DH_ex_Cpne4",1,"excitatory",3,"female","F3",1,"0503_F3_C"
"2787445900548100146","20240503",2214.98706054688,8410.47701645864,3980.91095887347,"oligodendrocyte_2",NA,NA,NA,"female","F3",1,"0503_F3_C"
"2656144900111100264","20240328",2417.77221679688,8031.64720198784,1243.5629372054,"astrocyte_1",NA,NA,NA,"male","M1",1,"0328_M1_C"
"2796212800399100071","20240613",1752.88916015625,6813.40971797053,3432.86956338771,"DM_ex_Zfhx3",2,"excitatory",11,"female","F4",2,"0613_F4_L"
"2796212800388100154","20240613",3733.18872070312,3789.54669764405,3438.39190338622,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",3,"0613_F3_S"
"2787889600132100196","20240503",443.579772949219,9084.37223732099,6794.54127938848,"oligodendrocyte_1",NA,NA,NA,"male","M5",1,"0503_M5_C"
"2796212800716100104","20240613",4544.03759765625,5947.54273076169,6155.4073374017,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F3",4,"0613_F3_T"
"2946331700000004869","20240415",1762.11083984375,8644.38975558151,1248.44114875002,"oligodendrocyte_progenitor_2",NA,NA,NA,"female","F2",1,"0415_F2_C"
"2787445900897100196","20240503",2688.642578125,2545.36472635117,6895.5156579663,"oligodendrocyte_2",NA,NA,NA,"female","F3",3,"0503_F3_S"
"2656143800190100078","20240328",1975.16394042969,5225.28254907666,4405.81650288764,"MV_ex_Syt2",4,"excitatory",14,"male","M3",4,"0328_M3_T"
"2795103300378100099","20240610",6063.55859375,8133.28630430019,2900.32458897415,"microglia",NA,NA,NA,"male","M5",2,"0610_M5_L"
"2795584800087100056","20240610",2326.31494140625,4469.01169916813,4369.46707803142,"MV_in_Gabra1",4,"inhibitory",16,"female","F3",4,"0610_F3_T"
"2707604800382100052","20240415",2286.5625,1275.8928637114,8046.52754880674,"MV_in_Gabra1",4,"inhibitory",16,"male","M1",1,"0415_M1_C"
